date,vendor,category,amount_usd,billing_period,invoice_ref,notes
2026-04-22,Anthropic,AI/Tools,20.71,2026-04,https://drive.google.com/file/d/10T4iK_hnGXsYuxXNX6RP6iD4w1lLf6nA/view,
